epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
0.9927007299270073,85,1.3152,1.2205882352941177e-05,85,1.2727148532867432,0.41,0.2635992952428895,0.3341580756013745,0.41
1.9927007299270074,170,1.2462,2.4705882352941178e-05,170,1.2702685594558716,0.41,0.2854188948306595,0.2908695652173913,0.41
2.9927007299270074,255,1.18,3.720588235294118e-05,255,1.2360010147094727,0.46,0.376436974789916,0.5603730846102598,0.46
3.9927007299270074,340,0.8389,4.970588235294118e-05,340,0.8857406377792358,0.7,0.7011306278048545,0.711,0.7
4.992700729927007,425,0.5107,4.812217194570136e-05,425,0.8622241020202637,0.73,0.7296721056721057,0.7645682834537324,0.73
5.992700729927007,510,0.3383,4.619909502262444e-05,510,1.0272233486175537,0.72,0.7063526200693862,0.7791880341880341,0.72
6.992700729927007,595,0.2679,4.427601809954751e-05,595,0.745932936668396,0.78,0.777302426868618,0.7941471861471863,0.78
7.992700729927007,680,0.2039,4.239819004524887e-05,680,0.7984291315078735,0.82,0.8203309740478596,0.8387694334650858,0.82
8.992700729927007,765,0.1664,4.047511312217195e-05,765,0.9284380078315735,0.81,0.8078974527887572,0.8228787878787878,0.81
9.992700729927007,850,0.1316,3.8552036199095024e-05,850,0.9787881970405579,0.8,0.7984881598231044,0.8209499072356217,0.8
10.992700729927007,935,0.1368,3.66289592760181e-05,935,0.881833016872406,0.83,0.8282927097057532,0.8442121212121211,0.83
11.992700729927007,1020,0.0965,3.470588235294118e-05,1020,0.9519948363304138,0.84,0.8390702822973162,0.847626984126984,0.84
12.992700729927007,1105,0.0998,3.2782805429864255e-05,1105,1.060307502746582,0.82,0.8207928473533661,0.8264594620649764,0.82
13.992700729927007,1190,0.0764,3.0859728506787336e-05,1190,1.2989403009414673,0.77,0.7739385712908513,0.7941190476190476,0.77
14.992700729927007,1275,0.0494,2.893665158371041e-05,1275,1.1523513793945312,0.81,0.8090020316117011,0.8284805194805196,0.81
15.992700729927007,1360,0.0429,2.7013574660633485e-05,1360,1.2056798934936523,0.83,0.82821365789963,0.8521335807050093,0.83
16.99270072992701,1445,0.0382,2.5090497737556563e-05,1445,1.2877910137176514,0.81,0.811730081300813,0.8221969696969696,0.81
17.99270072992701,1530,0.0314,2.316742081447964e-05,1530,1.2495578527450562,0.8,0.799967776584318,0.8089328063241106,0.8
18.99270072992701,1615,0.0253,2.1244343891402715e-05,1615,1.5092309713363647,0.79,0.7900344827586206,0.8120927075910278,0.79
19.99270072992701,1700,0.021,1.9321266968325793e-05,1700,1.460808277130127,0.8,0.7986165640583962,0.8177983789260385,0.8
20.99270072992701,1785,0.0218,1.7398190045248868e-05,1785,1.4159960746765137,0.8,0.799043855308732,0.8119179371353286,0.8
21.99270072992701,1870,0.0227,1.5475113122171945e-05,1870,1.4491363763809204,0.81,0.8101614299233362,0.831417426545086,0.81
22.99270072992701,1955,0.0318,1.3552036199095022e-05,1955,1.447059988975525,0.8,0.799043855308732,0.8119179371353286,0.8
23.99270072992701,2040,0.0292,1.1628959276018101e-05,2040,1.4742622375488281,0.79,0.7874652912099721,0.8091854636591479,0.79
24.99270072992701,2125,0.0206,9.705882352941177e-06,2125,1.4795122146606445,0.78,0.7797911973299958,0.7939249639249639,0.78
25.99270072992701,2210,0.0107,7.782805429864253e-06,2210,1.492483377456665,0.77,0.7704304530322768,0.7831695840391493,0.77
26.99270072992701,2295,0.011,5.8597285067873305e-06,2295,1.5023188591003418,0.8,0.7986165640583962,0.8177983789260385,0.8
27.99270072992701,2380,0.0249,3.9366515837104075e-06,2380,1.5090713500976562,0.79,0.7891815932706581,0.8054244306418221,0.79
28.99270072992701,2465,0.0156,2.0135746606334846e-06,2465,1.5504950284957886,0.79,0.7910847693421968,0.8135965918139831,0.79
29.99270072992701,2550,0.0054,9.04977375565611e-08,2550,1.518923044204712,0.78,0.7797911973299958,0.7939249639249639,0.78
