epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
1.0,91,1.3195,1.25e-05,91,1.2775341272354126,0.39,0.22446043165467625,0.1575757575757576,0.39
2.0,182,1.2512,2.5e-05,182,1.2928417921066284,0.39,0.22446043165467625,0.1575757575757576,0.39
3.0,273,1.2092,3.7500000000000003e-05,273,1.310949683189392,0.39,0.22446043165467625,0.1575757575757576,0.39
4.0,364,0.9448,5e-05,364,0.996213972568512,0.6,0.589316964958756,0.6181114619112053,0.6
5.0,455,0.6192,4.808016877637131e-05,455,1.0620508193969727,0.67,0.6458593710383184,0.6899604519774012,0.67
6.0,546,0.4525,4.616033755274262e-05,546,0.9094556570053101,0.69,0.67476934319905,0.6870476190476191,0.69
7.0,637,0.3827,4.424050632911393e-05,637,0.8152779936790466,0.75,0.7411880711880713,0.7576785714285714,0.75
8.0,728,0.2998,4.2320675105485236e-05,728,0.9664013385772705,0.69,0.6786380759200231,0.6885878926038501,0.69
9.0,819,0.2592,4.0400843881856544e-05,819,0.9257351756095886,0.71,0.7032487667371389,0.7105728088336783,0.71
10.0,910,0.2171,3.848101265822785e-05,910,1.0621029138565063,0.74,0.7325313283208019,0.7496012544802868,0.74
11.0,1001,0.1575,3.658227848101266e-05,1001,1.0421905517578125,0.72,0.7154037267080746,0.7182337662337662,0.72
12.0,1092,0.1478,3.466244725738397e-05,1092,1.0138258934020996,0.72,0.7159574468085107,0.717936507936508,0.72
13.0,1183,0.1307,3.274261603375528e-05,1183,1.267633318901062,0.74,0.7325217269414074,0.7566950354609929,0.74
14.0,1274,0.1076,3.082278481012658e-05,1274,1.2649933099746704,0.74,0.7297155710290062,0.750973602484472,0.74
15.0,1365,0.0921,2.8902953586497894e-05,1365,1.3316466808319092,0.74,0.7357625382200926,0.7562568411980176,0.74
16.0,1456,0.0747,2.6983122362869202e-05,1456,1.3041528463363647,0.76,0.7512355306871831,0.7686853836906432,0.76
17.0,1547,0.057,2.5063291139240507e-05,1547,1.3604015111923218,0.76,0.7507769423558898,0.7663754480286739,0.76
18.0,1638,0.0526,2.3143459915611815e-05,1638,1.3119465112686157,0.75,0.7465744843391902,0.7582758620689656,0.75
19.0,1729,0.044,2.1223628691983124e-05,1729,1.4300776720046997,0.72,0.7106303854875283,0.7180686498855835,0.72
20.0,1820,0.0439,1.9303797468354432e-05,1820,1.4633352756500244,0.73,0.7224455730790936,0.73389951725371,0.73
21.0,1911,0.0365,1.7383966244725737e-05,1911,1.5074224472045898,0.71,0.7039472702400198,0.7159116520171287,0.71
22.0,2002,0.0349,1.546413502109705e-05,2002,1.461832880973816,0.74,0.7345882352941178,0.7438314176245211,0.74
23.0,2093,0.0217,1.3544303797468355e-05,2093,1.5318472385406494,0.72,0.7135994397759103,0.7310277777777777,0.72
24.0,2184,0.0242,1.1624472573839664e-05,2184,1.6255176067352295,0.73,0.7225499838161347,0.7341111574653502,0.73
25.0,2275,0.0303,9.70464135021097e-06,2275,1.6846518516540527,0.72,0.7135994397759103,0.7310277777777777,0.72
26.0,2366,0.0195,7.784810126582278e-06,2366,1.6359505653381348,0.72,0.7132492273395146,0.7248276701985141,0.72
27.0,2457,0.0137,5.864978902953587e-06,2457,1.5985568761825562,0.74,0.7366822284469343,0.7443107769423558,0.74
28.0,2548,0.0135,3.945147679324894e-06,2548,1.6806033849716187,0.74,0.732537769722156,0.7563042308632917,0.74
29.0,2639,0.0257,2.0253164556962026e-06,2639,1.6625927686691284,0.73,0.7226592399411872,0.7396593211752786,0.73
30.0,2730,0.0139,1.0548523206751054e-07,2730,1.6414124965667725,0.73,0.7251059615765497,0.7346031746031746,0.73
