epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
1.0,86,1.3019,1.25e-05,86,1.2838037014007568,0.39,0.22446043165467625,0.1575757575757576,0.39
2.0,172,1.2255,2.5147058823529413e-05,172,1.285825252532959,0.4,0.24465838509316767,0.2891836734693878,0.4
3.0,258,1.17,3.7647058823529415e-05,258,1.2402832508087158,0.44,0.40461966604823746,0.3909252435928929,0.44
4.0,344,0.9003,4.9977375565610864e-05,344,0.9862430095672607,0.63,0.598418941125708,0.6974818840579711,0.63
5.0,430,0.5403,4.80316742081448e-05,430,0.9884328246116638,0.72,0.7000787267976517,0.7515496368038741,0.72
6.0,516,0.3573,4.610859728506788e-05,516,0.945670485496521,0.69,0.6846745782952679,0.7024721850253764,0.69
7.0,602,0.2681,4.416289592760181e-05,602,0.9878743886947632,0.72,0.7108208039100488,0.7310546642899584,0.72
8.0,688,0.2183,4.2217194570135746e-05,688,1.1329880952835083,0.71,0.6942948067844028,0.7327540106951871,0.71
9.0,774,0.1758,4.027149321266969e-05,774,0.9760153293609619,0.71,0.7055698499092858,0.708166459627329,0.71
10.0,860,0.134,3.8325791855203624e-05,860,1.2186672687530518,0.71,0.699602529358627,0.7215714285714284,0.71
11.0,946,0.088,3.638009049773756e-05,946,1.2560466527938843,0.72,0.709319252176395,0.7201477692526287,0.72
12.0,1032,0.087,3.4434389140271495e-05,1032,1.323464035987854,0.7,0.6928838153821889,0.7004728132387708,0.7
13.0,1118,0.0718,3.248868778280543e-05,1118,1.4309560060501099,0.71,0.7004363636363636,0.7099444444444444,0.71
14.0,1204,0.0597,3.0542986425339374e-05,1204,1.6133254766464233,0.74,0.7311247947454844,0.748265197568389,0.74
15.0,1290,0.0278,2.8597285067873303e-05,1290,1.6688510179519653,0.74,0.7311247947454844,0.748265197568389,0.74
16.0,1376,0.0435,2.6651583710407242e-05,1376,1.556004285812378,0.7,0.6915764385427308,0.7002920634920636,0.7
17.0,1462,0.0345,2.4705882352941178e-05,1462,1.620886206626892,0.73,0.7239989037663457,0.7329986197377503,0.73
18.0,1548,0.0265,2.2760180995475113e-05,1548,1.6739033460617065,0.74,0.7334601832276251,0.7430232502796221,0.74
19.0,1634,0.0336,2.0814479638009053e-05,1634,1.7955176830291748,0.72,0.7101589367041545,0.723835303388495,0.72
20.0,1720,0.0249,1.886877828054299e-05,1720,1.8343087434768677,0.71,0.7004322955235734,0.7137453562985477,0.71
21.0,1806,0.016,1.6923076923076924e-05,1806,1.8176207542419434,0.74,0.7339216233782992,0.7428663446054751,0.74
22.0,1892,0.0071,1.497737556561086e-05,1892,1.7753078937530518,0.75,0.7456307806141323,0.7526705653021442,0.75
23.0,1978,0.0096,1.3031674208144797e-05,1978,1.8242846727371216,0.73,0.7219340653602682,0.732992166133593,0.73
24.0,2064,0.0085,1.1085972850678733e-05,2064,1.8353861570358276,0.76,0.7497935719885027,0.7608643457382953,0.76
25.0,2150,0.0105,9.140271493212669e-06,2150,1.8529980182647705,0.75,0.7436285333959753,0.7522843340234645,0.75
26.0,2236,0.0142,7.1945701357466065e-06,2236,1.8163528442382812,0.76,0.7553376906318081,0.7620885547201337,0.76
27.0,2322,0.0103,5.248868778280543e-06,2322,1.7833384275436401,0.75,0.7459673337934208,0.7498051948051948,0.75
28.0,2408,0.0044,3.3031674208144797e-06,2408,1.8851414918899536,0.75,0.7413369159576056,0.7573982024944975,0.75
29.0,2494,0.0079,1.3574660633484164e-06,2494,1.8973236083984375,0.74,0.7318546422400378,0.7481699594731509,0.74
29.655929721815518,2550,0.0035,9.04977375565611e-08,2550,1.8889068365097046,0.75,0.7413369159576056,0.7573982024944975,0.75
