epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
1.0,40,1.3454,3.65625e-06,40,1.3657715320587158,0.26,0.10730158730158729,0.0676,0.26
2.0,80,1.258,7.4062500000000005e-06,80,1.280981421470642,0.4,0.25873357228195937,0.264,0.4
3.0,120,1.2061,1.115625e-05,120,1.2742968797683716,0.4,0.25873357228195937,0.264,0.4
4.0,160,1.182,1.4906250000000001e-05,160,1.2855664491653442,0.4,0.25873357228195937,0.264,0.4
5.0,200,1.1732,1.865625e-05,200,1.2622265815734863,0.39,0.25566848418756816,0.2204151404151404,0.39
6.0,240,1.1345,2.240625e-05,240,1.2443945407867432,0.39,0.2565424337674001,0.22763736263736262,0.39
7.0,280,1.0445,2.60625e-05,280,1.1641967296600342,0.46,0.3742954159592529,0.4794632034632035,0.46
8.0,320,0.8017,2.9812500000000003e-05,320,1.0946191549301147,0.5,0.4561242515465282,0.5014235143481208,0.5
9.0,360,0.6137,2.9681564245810058e-05,360,1.0420669317245483,0.58,0.5444850640113797,0.57,0.58
10.0,400,0.4632,2.93463687150838e-05,400,1.1217142343521118,0.59,0.5668700827244283,0.6211255411255411,0.59
11.0,440,0.3763,2.90195530726257e-05,440,1.0023524761199951,0.65,0.6335817565892754,0.6836363636363637,0.65
12.0,480,0.3169,2.8684357541899443e-05,480,1.013060450553894,0.68,0.6616544385156439,0.6917590187590187,0.68
13.0,520,0.2545,2.8349162011173187e-05,520,1.00825834274292,0.69,0.6760924254853705,0.698695054945055,0.69
14.0,560,0.2296,2.8022346368715085e-05,560,1.0520236492156982,0.72,0.7040689792663476,0.7292222222222222,0.72
15.0,600,0.1846,2.768715083798883e-05,600,1.190079927444458,0.68,0.6583422326065532,0.7396517809675704,0.68
16.0,640,0.1967,2.7351955307262572e-05,640,1.1923142671585083,0.71,0.6898538899430742,0.757140420899855,0.71
17.0,680,0.1526,2.7016759776536316e-05,680,1.3199052810668945,0.74,0.7121632473806386,0.7743653568653569,0.74
18.0,720,0.1345,2.6681564245810056e-05,720,1.137026071548462,0.73,0.7170490328385065,0.7568333333333332,0.73
19.0,760,0.1178,2.63463687150838e-05,760,1.18501615524292,0.74,0.7268892921960074,0.76233789260385,0.74
20.0,800,0.1152,2.6011173184357543e-05,800,1.26726496219635,0.68,0.6712324754132664,0.713795731707317,0.68
