metric_type,epoch,fold_number,fold_specific_value,avg_train_loss,avg_eval_loss,avg_eval_accuracy,avg_eval_f1_weighted,std_eval_f1_weighted,avg_eval_precision_weighted,avg_eval_recall_weighted
averaged_per_epoch,1.0,,,1.33548,1.2750742197036744,0.402,0.23275216017662057,0.009348400064891222,0.21232323232323233,0.402
averaged_per_epoch,2.0,,,1.28312,1.2745839595794677,0.4,0.22857142857142856,0.0,0.16,0.4
averaged_per_epoch,3.0,,,1.2816800000000002,1.270739245414734,0.4,0.2292339544513457,0.0014814529043477066,0.1606530612244898,0.4
averaged_per_epoch,4.0,,,1.26792,1.2510112524032593,0.406,0.24723058312243484,0.02948111216171047,0.2680197718085917,0.406
averaged_per_epoch,5.0,,,1.19326,1.175167965888977,0.44400000000000006,0.37282827439915056,0.04441302161667691,0.4133013126777338,0.44400000000000006
averaged_per_epoch,6.0,,,1.00924,1.0526123046875,0.544,0.5142345683434293,0.059478204644751974,0.5603607811277665,0.544
averaged_per_epoch,7.0,,,0.7793,0.9869310855865479,0.592,0.5793555038092983,0.06052858773426099,0.6061483414378308,0.592
averaged_per_epoch,8.0,,,0.59956,1.0210613489151001,0.612,0.5890608556844823,0.07597455834922397,0.6413471335199677,0.612
averaged_per_epoch,9.0,,,0.43907999999999997,0.9752792000770569,0.654,0.6409243629635789,0.05036365571790098,0.6564580343376233,0.654
averaged_per_epoch,10.0,,,0.31844,0.9936692595481873,0.6759999999999999,0.6726040744495012,0.06028790830530073,0.6835798752732752,0.6759999999999999
averaged_per_epoch,11.0,,,0.24588000000000002,1.1372006058692932,0.6679999999999999,0.6585465826917167,0.06419741976628836,0.6812487189651982,0.6679999999999999
averaged_per_epoch,12.0,,,0.16160000000000002,1.2165148615837098,0.678,0.6666486478270316,0.07643544178968291,0.6992890118675907,0.678
averaged_per_epoch,13.0,,,0.1193,1.2337809205055237,0.674,0.6664614922714239,0.05632645420272537,0.6876436067871137,0.674
averaged_per_epoch,14.0,,,0.07422,1.3625697135925292,0.67,0.6622203893936669,0.0533100318310633,0.6733247001590905,0.67
averaged_per_epoch,15.0,,,0.051739999999999994,1.462669277191162,0.6759999999999999,0.6693466149370966,0.0785019462401297,0.6831645443092764,0.6759999999999999
averaged_per_epoch,16.0,,,0.030959999999999998,1.5069430589675903,0.702,0.6970358363568336,0.04083797059834477,0.7067256463923896,0.702
averaged_per_epoch,17.0,,,0.02452,1.5865285396575928,0.674,0.6663964399052883,0.051970719213095144,0.680423345216931,0.674
averaged_per_epoch,18.0,,,0.01512,1.6937717914581298,0.7060000000000001,0.6955863597922167,0.06446088901393845,0.710614813139894,0.7060000000000001
averaged_per_epoch,19.0,,,0.01258,1.7989803552627563,0.682,0.6757125842964079,0.05899342547073608,0.6930361399904245,0.682
averaged_per_epoch,20.0,,,0.01138,1.9618236541748046,0.67,0.6577034863095605,0.0705980997243699,0.6868268810881725,0.67
averaged_per_epoch,21.0,,,0.01124,1.9870531558990479,0.6839999999999999,0.6741388269139473,0.06247628323669063,0.7001944128602146,0.6839999999999999
averaged_per_epoch,22.0,,,0.004399999999999999,2.002745342254639,0.682,0.6736641884273361,0.049593640974457724,0.6939706941138993,0.682
averaged_per_epoch,23.0,,,0.0028399999999999996,1.94998619556427,0.6940000000000001,0.6866875522685867,0.05701761674446538,0.7008180764414436,0.6940000000000001
averaged_per_epoch,24.0,,,0.00352,2.0254703998565673,0.6900000000000001,0.6827933989712192,0.06970676787587093,0.7013205424957798,0.6900000000000001
averaged_per_epoch,25.0,,,0.00496,1.9910044193267822,0.706,0.7012171680070706,0.03150785581692975,0.7144292959825543,0.706
averaged_per_epoch,26.0,,,0.00436,2.1340903759002687,0.6799999999999999,0.6718744436729139,0.05315293660504319,0.692801736276263,0.6799999999999999
averaged_per_epoch,27.0,,,0.006279999999999999,2.1317223787307737,0.7020000000000001,0.6933492142309615,0.0614787925436558,0.7167030797459361,0.7020000000000001
