metric_type,epoch,fold_number,fold_specific_value,avg_train_loss,avg_eval_loss,avg_eval_accuracy,avg_eval_f1_weighted,std_eval_f1_weighted,avg_eval_precision_weighted,avg_eval_recall_weighted
averaged_per_epoch,1.0,,,0.6402599999999999,0.5459757685661316,0.4,0.22857142857142856,0.0,0.16,0.4
averaged_per_epoch,2.0,,,0.51486,0.4961452066898346,0.4,0.22857142857142856,0.0,0.16,0.4
averaged_per_epoch,3.0,,,0.49207999999999996,0.4800930917263031,0.42200000000000004,0.2796218280744903,0.07006348243363737,0.22186131536947648,0.42200000000000004
averaged_per_epoch,4.0,,,0.42424,0.4200513958930969,0.48,0.37649924652470607,0.04068500638386443,0.33314234690190575,0.48
averaged_per_epoch,5.0,,,0.32336,0.4597712874412537,0.504,0.47256205991791156,0.0746092655029407,0.5676156898491335,0.504
averaged_per_epoch,6.0,,,0.21248,0.4002221405506134,0.602,0.5827304574291128,0.060787265214248536,0.6044689561989406,0.602
averaged_per_epoch,7.0,,,0.13454,0.4708872616291046,0.5820000000000001,0.5603864709050278,0.04116431557919336,0.6034799895057278,0.5820000000000001
averaged_per_epoch,8.0,,,0.08538,0.467192554473877,0.63,0.6096139801761831,0.030694838091922153,0.6571368767398179,0.63
averaged_per_epoch,9.0,,,0.05584,0.5880088806152344,0.6140000000000001,0.5936451407523485,0.0843613347090847,0.6434325748375395,0.6140000000000001
averaged_per_epoch,10.0,,,0.044,0.621649158000946,0.6100000000000001,0.5943987824035107,0.061456233391501566,0.6291840017253458,0.6100000000000001
averaged_per_epoch,11.0,,,0.026119999999999997,0.6490288853645325,0.618,0.6021622281716859,0.04306720637807737,0.6466918711534156,0.618
averaged_per_epoch,12.0,,,0.01916,0.7223093867301941,0.604,0.5833522328576394,0.07984973523849438,0.6286320352312618,0.604
averaged_per_epoch,13.0,,,0.010600000000000002,0.7023175835609436,0.628,0.6072807445265317,0.06318862040191706,0.6525300906035086,0.628
averaged_per_epoch,14.0,,,0.01018,0.7051483035087586,0.64,0.623736725056434,0.047332570848367186,0.6566181739515028,0.64
averaged_per_epoch,15.0,,,0.00516,0.758367395401001,0.63,0.6170630154744234,0.04855448811240771,0.6489794397821409,0.63
averaged_per_epoch,16.0,,,0.00448,0.7903325438499451,0.618,0.6024354656152141,0.03603557487116077,0.6340426159981427,0.618
averaged_per_epoch,17.0,,,0.006619999999999999,0.7845579624176026,0.63,0.6153933814877155,0.05602494649901116,0.6515237866352721,0.63
averaged_per_epoch,18.0,,,0.004860000000000001,0.8094998598098755,0.624,0.6076056734762073,0.0556909046705906,0.6431979366966258,0.624
averaged_per_epoch,19.0,,,0.0025599999999999998,0.8361366987228394,0.622,0.6085897126982681,0.052234469519908795,0.6437131217580124,0.622
averaged_per_epoch,20.0,,,0.00224,0.8480268001556397,0.616,0.6011058774210177,0.043582815228372325,0.6396531707050723,0.616
averaged_per_epoch,21.0,,,0.00228,0.8553286194801331,0.6140000000000001,0.6010226695243841,0.04890074165015532,0.635287987732817,0.6140000000000001
averaged_per_epoch,22.0,,,0.00306,0.8657407522201538,0.6359999999999999,0.6165226270248425,0.0601222911924227,0.6529256406879164,0.6359999999999999
averaged_per_epoch,23.0,,,0.0070999999999999995,0.8544546484947204,0.638,0.6169671721175349,0.0639049463026976,0.6695400651570177,0.638
averaged_per_epoch,24.0,,,0.00236,0.8719002485275269,0.6199999999999999,0.6014288996349537,0.058853107437190355,0.6348721621317611,0.6199999999999999
averaged_per_epoch,25.0,,,0.00286,0.899086880683899,0.61,0.5863741003481746,0.07690126119208766,0.6455899714462041,0.61
averaged_per_epoch,26.0,,,0.00282,0.9064389348030091,0.612,0.595551811917434,0.05666679103998824,0.6260944771439242,0.612
averaged_per_epoch,27.0,,,0.00504,0.9308196187019349,0.614,0.6000558633654698,0.07363160860261043,0.6303503139519862,0.614
averaged_per_epoch,28.0,,,0.00196,0.9156897187232971,0.616,0.5903202280419734,0.05110536689775614,0.6410013725715009,0.616
averaged_per_epoch,29.0,,,0.0028799999999999997,0.9665078163146973,0.608,0.5928353982370946,0.050699858446010666,0.6223907142350604,0.608
averaged_per_epoch,30.0,,,0.005560000000000001,0.9314998507499694,0.624,0.6031253149720831,0.04524493194117181,0.6493100319300585,0.624
averaged_per_epoch,31.0,,,0.00686,0.9187973022460938,0.61,0.5938333257104201,0.05165484729749918,0.6251900016217704,0.61
averaged_per_epoch,32.0,,,0.00426,0.9081294536590576,0.6199999999999999,0.6047240924837727,0.06397368852304136,0.6289553444554574,0.6199999999999999
averaged_per_epoch,33.0,,,0.0031,0.9567317962646484,0.612,0.5870429392412497,0.05144745777994766,0.6460788040503558,0.612
averaged_per_epoch,34.0,,,0.0047,0.9275699615478515,0.6359999999999999,0.6132746852389735,0.06580254192336653,0.6633170480421157,0.6359999999999999
averaged_per_epoch,35.0,,,0.00206,0.931528913974762,0.6279999999999999,0.6134920889424615,0.057928674089847865,0.6393237482513389,0.6279999999999999
averaged_per_epoch,36.0,,,0.00182,0.9655888557434082,0.6279999999999999,0.6086476887727051,0.058153799382589536,0.6472972871171337,0.6279999999999999
averaged_per_epoch,37.0,,,0.00442,0.9773707628250122,0.622,0.6048745502263845,0.04374390483479495,0.6464456901466055,0.622
averaged_per_epoch,38.0,,,0.00124,0.9815155386924743,0.626,0.6028628390545222,0.05619551186654755,0.6556646300239871,0.626
averaged_per_epoch,39.0,,,0.0009000000000000001,0.9949199795722962,0.618,0.6010140406836803,0.051988000231337914,0.6277232261342232,0.618
