epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
0.9927007299270073,85,1.3115,1.2205882352941177e-05,85,1.3097949028015137,0.4,0.22857142857142854,0.16,0.4
1.9927007299270074,170,1.2315,2.4705882352941178e-05,170,1.2786718606948853,0.4,0.25936567164179103,0.2483687943262411,0.4
2.9927007299270074,255,1.1857,3.720588235294118e-05,255,1.255068302154541,0.45,0.39496201855174257,0.38163461538461535,0.45
3.9927007299270074,340,0.8845,4.970588235294118e-05,340,1.0957821607589722,0.6,0.5757936507936507,0.6111576354679803,0.6
4.992700729927007,425,0.5527,4.81447963800905e-05,425,1.0592859983444214,0.66,0.6379093555093555,0.6870619235836627,0.66
5.992700729927007,510,0.3757,4.624434389140272e-05,510,1.074705958366394,0.72,0.6955494505494506,0.7633132227249875,0.72
6.992700729927007,595,0.2682,4.4321266968325794e-05,595,1.0354293584823608,0.71,0.6910401337792643,0.756923076923077,0.71
7.992700729927007,680,0.2237,4.239819004524887e-05,680,1.3175148963928223,0.71,0.6851500721500722,0.7513034188034189,0.71
8.992700729927007,765,0.1892,4.047511312217195e-05,765,1.1296387910842896,0.76,0.7535813953488373,0.7934687052078356,0.76
9.992700729927007,850,0.1486,3.8552036199095024e-05,850,1.4088386297225952,0.72,0.6986856889414548,0.7560648604269293,0.72
10.992700729927007,935,0.1132,3.66289592760181e-05,935,1.441025972366333,0.69,0.6731760435571688,0.7327542896362388,0.69
11.992700729927007,1020,0.0912,3.470588235294118e-05,1020,1.744271993637085,0.67,0.6537142857142857,0.7162377622377621,0.67
12.992700729927007,1105,0.0959,3.2782805429864255e-05,1105,1.87709641456604,0.7,0.6615546958951214,0.736569264069264,0.7
13.992700729927007,1190,0.0726,3.0859728506787336e-05,1190,1.792561650276184,0.69,0.6668045112781955,0.7328034188034189,0.69
14.992700729927007,1275,0.0644,2.893665158371041e-05,1275,1.9262562990188599,0.7,0.6813956442831217,0.741543371522095,0.7
15.992700729927007,1360,0.0411,2.7013574660633485e-05,1360,2.0745959281921387,0.7,0.6809816138917263,0.7421004709576138,0.7
16.99270072992701,1445,0.0406,2.5090497737556563e-05,1445,1.9889552593231201,0.71,0.6905909090909091,0.7505428824049514,0.71
17.99270072992701,1530,0.0393,2.316742081447964e-05,1530,2.0804522037506104,0.71,0.6905909090909091,0.7505428824049514,0.71
18.99270072992701,1615,0.0257,2.1244343891402715e-05,1615,2.0041298866271973,0.73,0.7141472821135744,0.7697702297702298,0.73
19.99270072992701,1700,0.0353,1.9321266968325793e-05,1700,2.089221239089966,0.73,0.7094457806344598,0.7721221719457014,0.73
20.99270072992701,1785,0.0213,1.7398190045248868e-05,1785,2.0576398372650146,0.71,0.6905909090909091,0.7505428824049514,0.71
21.99270072992701,1870,0.033,1.5475113122171945e-05,1870,2.1455557346343994,0.72,0.7001111111111112,0.7616923076923078,0.72
22.99270072992701,1955,0.0165,1.3552036199095022e-05,1955,2.227459192276001,0.7,0.6813956442831217,0.741543371522095,0.7
23.99270072992701,2040,0.0247,1.1628959276018101e-05,2040,2.247810125350952,0.67,0.6537142857142857,0.7162377622377621,0.67
24.99270072992701,2125,0.0115,9.705882352941177e-06,2125,2.318676471710205,0.72,0.699788559754852,0.7599065934065935,0.72
25.99270072992701,2210,0.0137,7.782805429864253e-06,2210,2.2650210857391357,0.73,0.7094457806344598,0.7721221719457014,0.73
26.99270072992701,2295,0.0107,5.8597285067873305e-06,2295,2.3233590126037598,0.71,0.6905909090909091,0.7505428824049514,0.71
27.99270072992701,2380,0.0146,3.9366515837104075e-06,2380,2.358849287033081,0.7,0.6813956442831217,0.741543371522095,0.7
28.99270072992701,2465,0.0071,2.0135746606334846e-06,2465,2.3497252464294434,0.71,0.6905909090909091,0.7505428824049514,0.71
29.99270072992701,2550,0.0244,9.04977375565611e-08,2550,2.3605029582977295,0.71,0.6905909090909091,0.7505428824049514,0.71
