epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
1.0,91,1.3231,1.25e-05,91,1.2794140577316284,0.4,0.22857142857142854,0.16,0.4
2.0,182,1.2531,2.5e-05,182,1.2833545207977295,0.39,0.22446043165467625,0.1575757575757576,0.39
3.0,273,1.2161,3.7500000000000003e-05,273,1.2553417682647705,0.4,0.28011363636363634,0.29984848484848486,0.4
4.0,364,0.929,4.9978902953586496e-05,364,1.0631524324417114,0.55,0.5330367965367966,0.5579999999999999,0.55
5.0,455,0.5732,4.805907172995781e-05,455,0.8991991281509399,0.64,0.6351054291601834,0.6517024886877829,0.64
6.0,546,0.4334,4.613924050632912e-05,546,1.0902681350708008,0.66,0.6445249487354751,0.6939241164241163,0.66
7.0,637,0.3678,4.421940928270043e-05,637,0.9184578657150269,0.69,0.6660615020697811,0.7117699443413729,0.69
8.0,728,0.2773,4.2320675105485236e-05,728,1.0895376205444336,0.66,0.6390098849731478,0.7092232862137103,0.66
9.0,819,0.2321,4.0400843881856544e-05,819,1.0627391338348389,0.71,0.7026065573770492,0.7503393665158371,0.71
10.0,910,0.196,3.848101265822785e-05,910,1.2289988994598389,0.68,0.6576379534444051,0.7306071923883245,0.68
11.0,1001,0.1579,3.6561181434599154e-05,1001,1.1347967386245728,0.72,0.7039318375480955,0.7557804199073483,0.72
12.0,1092,0.1482,3.464135021097046e-05,1092,1.1886132955551147,0.73,0.7171770885422383,0.7537435897435898,0.73
13.0,1183,0.1085,3.272151898734178e-05,1183,1.346077561378479,0.72,0.7095263157894738,0.7610256410256411,0.72
14.0,1274,0.0904,3.0801687763713086e-05,1274,1.5782512426376343,0.7,0.6774715809211297,0.7484188034188034,0.7
15.0,1365,0.0765,2.888185654008439e-05,1365,1.5341134071350098,0.69,0.6741353383458646,0.7175,0.69
16.0,1456,0.0703,2.6962025316455696e-05,1456,1.6663475036621094,0.73,0.7130861903794234,0.779469696969697,0.73
17.0,1547,0.0627,2.5042194092827004e-05,1547,1.713318943977356,0.7,0.6810963569028086,0.7298765008576329,0.7
18.0,1638,0.0563,2.3122362869198312e-05,1638,1.6409918069839478,0.69,0.6722796321413214,0.7179847978108848,0.69
19.0,1729,0.0374,2.120253164556962e-05,1729,1.634102463722229,0.72,0.7108735049089279,0.7430828242774978,0.72
20.0,1820,0.0263,1.928270042194093e-05,1820,1.6024746894836426,0.75,0.7427707690870012,0.7707298517085751,0.75
21.0,1911,0.033,1.7362869198312237e-05,1911,1.7199950218200684,0.75,0.7427707690870012,0.7707298517085751,0.75
22.0,2002,0.0374,1.5443037974683546e-05,2002,1.728480577468872,0.73,0.7235753667881507,0.7522192134107029,0.73
23.0,2093,0.0215,1.3523206751054854e-05,2093,1.914713740348816,0.72,0.7050156466975689,0.7495505827505827,0.72
24.0,2184,0.0292,1.160337552742616e-05,2184,1.8477826118469238,0.73,0.721035922078534,0.7548672755815612,0.73
25.0,2275,0.0325,9.683544303797469e-06,2275,1.87467360496521,0.72,0.7119004685438749,0.7490782312925169,0.72
26.0,2366,0.023,7.763713080168777e-06,2366,1.9816975593566895,0.73,0.7138860838860839,0.7675757575757575,0.73
27.0,2457,0.0166,5.843881856540085e-06,2457,1.885975956916809,0.74,0.7304444444444443,0.7624025974025973,0.74
28.0,2548,0.0152,3.924050632911393e-06,2548,1.9979615211486816,0.75,0.7400624219725342,0.7820964749536178,0.75
29.0,2639,0.0226,2.004219409282701e-06,2639,2.003518581390381,0.74,0.7277232406859846,0.7767176870748298,0.74
30.0,2730,0.0128,8.438818565400844e-08,2730,2.009535312652588,0.74,0.7277232406859846,0.7767176870748298,0.74
