metric_type,epoch,fold_number,fold_specific_value,avg_train_loss,avg_eval_loss,avg_eval_accuracy,avg_eval_f1_weighted,std_eval_f1_weighted,avg_eval_precision_weighted,avg_eval_recall_weighted
averaged_per_epoch,1.0,,,0.85294,0.8101957201957702,0.386,0.23343883415435135,0.010883849757477422,0.24171023482498893,0.386
averaged_per_epoch,2.0,,,0.8428000000000001,0.7990065574645996,0.4,0.22857142857142856,0.0,0.16,0.4
averaged_per_epoch,3.0,,,0.82948,0.7695790290832519,0.438,0.34213667312345614,0.09400653755990118,0.3225801342780284,0.438
averaged_per_epoch,4.0,,,0.78352,0.7092049241065979,0.542,0.46641552261981156,0.058186670061781826,0.5222308991450283,0.542
averaged_per_epoch,5.0,,,0.73468,0.6845550179481507,0.5820000000000001,0.5417254455677087,0.08002002046768607,0.5715590522030235,0.5820000000000001
averaged_per_epoch,6.0,,,0.6904399999999999,0.6848828554153442,0.54,0.5167887895757267,0.05355457651789821,0.5512479513015385,0.54
averaged_per_epoch,7.0,,,0.66116,0.6383260846138,0.634,0.6005694162497563,0.02211186991944979,0.6186241571821435,0.634
averaged_per_epoch,8.0,,,0.6471,0.6641140460968018,0.5820000000000001,0.5485032581970316,0.0891272372251703,0.5802496558825474,0.5820000000000001
averaged_per_epoch,9.0,,,0.6371399999999999,0.666784119606018,0.588,0.5623047880545989,0.065145339599874,0.5936808243784675,0.588
averaged_per_epoch,10.0,,,0.63326,0.659610366821289,0.584,0.5639790803561723,0.024101061322130423,0.6172814842937383,0.584
averaged_per_epoch,11.0,,,0.61904,0.6397247314453125,0.604,0.5937540509388421,0.06906192983129376,0.6012264191382791,0.604
averaged_per_epoch,12.0,,,0.6097400000000001,0.6555158972740174,0.606,0.5716371798891517,0.0319923346618687,0.6381131292683924,0.606
averaged_per_epoch,13.0,,,0.60734,0.6407203316688538,0.604,0.5864987713221994,0.05023667106402242,0.5972600539443198,0.604
averaged_per_epoch,14.0,,,0.60368,0.6549369931221009,0.6060000000000001,0.5805758513115922,0.07339036836512192,0.5887172245033387,0.6060000000000001
averaged_per_epoch,15.0,,,0.5998,0.6468121647834778,0.608,0.5968971746748599,0.06314702588478871,0.6342961027825597,0.608
averaged_per_epoch,16.0,,,0.60142,0.6360402941703797,0.61,0.6008549827511522,0.06393654307317145,0.6423894734693102,0.61
averaged_per_epoch,17.0,,,0.59372,0.6505216598510742,0.6,0.5857498065352684,0.03979057905764092,0.6227245299271628,0.6
averaged_per_epoch,18.0,,,0.59344,0.6325201153755188,0.606,0.5960994747686087,0.013172129038120263,0.6327961063122386,0.606
averaged_per_epoch,19.0,,,0.5939,0.6317471861839294,0.6220000000000001,0.6090292080466704,0.04256886869637877,0.6435515256014224,0.6220000000000001
averaged_per_epoch,20.0,,,0.59706,0.6383896350860596,0.624,0.6092422010137706,0.036684678798710714,0.6554687532816235,0.624
averaged_per_epoch,21.0,,,0.5881000000000001,0.6528034210205078,0.602,0.5835609132742142,0.03020444965229125,0.6354270120640046,0.602
averaged_per_epoch,22.0,,,0.5918599999999999,0.648986029624939,0.608,0.594382698584772,0.04312880503948188,0.6394841981095405,0.608
averaged_per_epoch,23.0,,,0.58904,0.6682577848434448,0.584,0.5606480881305904,0.06198002569963718,0.6210401662804962,0.584
averaged_per_epoch,24.0,,,0.58332,0.6391417860984803,0.612,0.611338935523943,0.04519880646196696,0.6388672212617621,0.612
averaged_per_epoch,25.0,,,0.5809599999999999,0.6349106669425965,0.624,0.6225151062585879,0.045425201294955975,0.6569785602152731,0.624
averaged_per_epoch,26.0,,,0.58256,0.6472274661064148,0.5980000000000001,0.579269263079732,0.07341786144262237,0.6238896840414487,0.5980000000000001
averaged_per_epoch,27.0,,,0.58542,0.6296330571174622,0.624,0.6188979503586088,0.037095023871675445,0.634464946248859,0.624
averaged_per_epoch,28.0,,,0.5831799999999999,0.6347474098205567,0.61,0.6070012741796924,0.035681651851611325,0.6290134456230531,0.61
averaged_per_epoch,29.0,,,0.5896399999999999,0.6416118979454041,0.6060000000000001,0.602008434659554,0.05901755369380028,0.6303993270173015,0.6060000000000001
averaged_per_epoch,30.0,,,0.57884,0.6419441342353821,0.604,0.5883418280113885,0.07529946481760436,0.6193070280222199,0.604
averaged_per_epoch,31.0,,,0.5881000000000001,0.6362425208091735,0.612,0.609175743180151,0.06328180239298739,0.6321030924180686,0.612
averaged_per_epoch,32.0,,,0.5829,0.6389700293540954,0.61,0.6108010601180602,0.043803338046239815,0.6436892086355559,0.61
averaged_per_epoch,33.0,,,0.58054,0.6495305299758911,0.6,0.5939333982102936,0.07215941211473083,0.640690701927482,0.6
averaged_per_epoch,34.0,,,0.57958,0.6416296601295471,0.61,0.6032428398284284,0.04570181205208781,0.6320078490831331,0.61
averaged_per_epoch,35.0,,,0.58604,0.6278902292251587,0.622,0.6158566317658718,0.033464709064993214,0.6421207096347098,0.622
averaged_per_epoch,36.0,,,0.58048,0.6293036341667175,0.624,0.6161009110741963,0.04131519299830446,0.6539337388869518,0.624
averaged_per_epoch,37.0,,,0.5854999999999999,0.6273766398429871,0.63,0.6251292668281249,0.032951539422590284,0.6538106682109235,0.63
averaged_per_epoch,38.0,,,0.58326,0.6251636743545532,0.624,0.6173690453345613,0.03458659080112426,0.64417966564104,0.624
averaged_per_epoch,39.0,,,0.58178,0.6391523957252503,0.608,0.6007063133669555,0.06338479758981305,0.6327364438240113,0.608
averaged_per_epoch,40.0,,,0.5869,0.6373723030090332,0.612,0.6056648448140678,0.05200841368467436,0.6372411511811237,0.612
