epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
1.0,91,1.3284,1.2361111111111112e-05,91,1.270932674407959,0.41,0.2635992952428895,0.3341580756013745,0.41
2.0,182,1.2524,2.5e-05,182,1.2667919397354126,0.41,0.2635992952428895,0.3341580756013745,0.41
3.0,273,1.2168,3.763888888888889e-05,273,1.2143994569778442,0.41,0.2854188948306595,0.2908695652173913,0.41
4.0,364,0.9427,4.9957805907173e-05,364,0.8423205614089966,0.68,0.6610919697384011,0.7132421652421652,0.68
5.0,455,0.6138,4.808016877637131e-05,455,0.8301011919975281,0.74,0.7404094954117838,0.7766098229256124,0.74
6.0,546,0.4492,4.616033755274262e-05,546,0.7914692163467407,0.74,0.7395595931162434,0.7621071024771304,0.74
7.0,637,0.372,4.424050632911393e-05,637,0.7258456349372864,0.78,0.7811109139307897,0.7976714975845411,0.78
8.0,728,0.297,4.2320675105485236e-05,728,0.7821072340011597,0.77,0.7745880435027865,0.7904941724941724,0.77
9.0,819,0.262,4.0400843881856544e-05,819,0.8745285868644714,0.77,0.7738675645342312,0.7981721334454724,0.77
10.0,910,0.2038,3.848101265822785e-05,910,0.760545015335083,0.81,0.8112387911686413,0.8284492753623189,0.81
11.0,1001,0.1707,3.6561181434599154e-05,1001,0.8914523124694824,0.81,0.8128608830623015,0.8308739837398373,0.81
12.0,1092,0.1661,3.464135021097046e-05,1092,0.9809485077857971,0.82,0.8216085082198158,0.8518061821219716,0.82
13.0,1183,0.1326,3.272151898734178e-05,1183,1.0216424465179443,0.77,0.7728033934252386,0.7982681704260652,0.77
14.0,1274,0.1,3.0801687763713086e-05,1274,1.1757032871246338,0.78,0.7808468959255477,0.8202279508294547,0.78
15.0,1365,0.1177,2.888185654008439e-05,1365,1.0214459896087646,0.81,0.8133921842918707,0.8363463203463204,0.81
16.0,1456,0.0816,2.6962025316455696e-05,1456,1.0528972148895264,0.8,0.8002045521456063,0.8120409059539494,0.8
17.0,1547,0.0722,2.5042194092827004e-05,1547,1.0759124755859375,0.78,0.7806018035121025,0.8008085430968727,0.78
18.0,1638,0.0593,2.3122362869198312e-05,1638,1.223931908607483,0.79,0.792749333578454,0.8210434782608695,0.79
19.0,1729,0.0514,2.120253164556962e-05,1729,1.238641619682312,0.78,0.7840418679549113,0.8020281425891181,0.78
20.0,1820,0.0364,1.928270042194093e-05,1820,1.2145435810089111,0.79,0.790624530663329,0.8057431457431459,0.79
21.0,1911,0.0336,1.7362869198312237e-05,1911,1.3519439697265625,0.8,0.8023079233121888,0.8237759641773797,0.8
22.0,2002,0.0335,1.5443037974683546e-05,2002,1.3524662256240845,0.78,0.7829458740017746,0.8026460930373973,0.78
23.0,2093,0.0447,1.3523206751054854e-05,2093,1.5026359558105469,0.77,0.77373902288188,0.7988849594341585,0.77
24.0,2184,0.043,1.160337552742616e-05,2184,1.4114733934402466,0.76,0.7630757575757576,0.7894471026049973,0.76
25.0,2275,0.0263,9.683544303797469e-06,2275,1.4726954698562622,0.77,0.7717372802960222,0.8016808688387635,0.77
26.0,2366,0.0222,7.763713080168777e-06,2366,1.5515304803848267,0.76,0.7630757575757576,0.7894471026049973,0.76
27.0,2457,0.0229,5.843881856540085e-06,2457,1.4784533977508545,0.77,0.7721426601709716,0.7993478260869565,0.77
28.0,2548,0.0167,3.924050632911393e-06,2548,1.548357367515564,0.78,0.7823294128011982,0.8092337662337663,0.78
29.0,2639,0.0204,2.004219409282701e-06,2639,1.5472357273101807,0.78,0.7823294128011982,0.8092337662337663,0.78
30.0,2730,0.0273,8.438818565400844e-08,2730,1.528960108757019,0.79,0.792724719414197,0.8170409745293467,0.79
