weight_0,weighted_f1
0.0,0.7435710226257863
0.02,0.7435710226257863
0.04,0.7635079830563701
0.06,0.7635079830563701
0.08,0.7635079830563701
0.1,0.7635079830563701
0.12,0.7635079830563701
0.14,0.7635079830563701
0.16,0.7635079830563701
0.18,0.7635079830563701
0.2,0.7635079830563701
0.22,0.7635079830563701
0.24,0.7635079830563701
0.26,0.7635079830563701
0.28,0.7635079830563701
0.3,0.7635079830563701
0.32,0.7635079830563701
0.34,0.7635079830563701
0.36,0.7635079830563701
0.38,0.7635079830563701
0.4,0.7635079830563701
0.42,0.7635079830563701
0.44,0.7635079830563701
0.46,0.7635079830563701
0.48,0.7635079830563701
0.5,0.7635079830563701
0.52,0.7635079830563701
0.54,0.7635079830563701
0.56,0.7635079830563701
0.58,0.7635079830563701
0.6,0.7635079830563701
0.62,0.7635079830563701
0.64,0.7635079830563701
0.66,0.7635079830563701
0.68,0.7635079830563701
0.7000000000000001,0.7635079830563701
0.72,0.7635079830563701
0.74,0.7635079830563701
0.76,0.7635079830563701
0.78,0.7635079830563701
0.8,0.7635079830563701
0.8200000000000001,0.7635079830563701
0.84,0.7635079830563701
0.86,0.7635079830563701
0.88,0.7635079830563701
0.9,0.7635079830563701
0.92,0.7635079830563701
0.9400000000000001,0.7635079830563701
0.96,0.7635079830563701
0.98,0.7635079830563701
1.0,0.7635079830563701
1.02,0.7635079830563701
1.04,0.7635079830563701
1.06,0.7635079830563701
1.08,0.7635079830563701
1.1,0.7635079830563701
1.12,0.7635079830563701
1.1400000000000001,0.7635079830563701
1.16,0.7635079830563701
1.18,0.7635079830563701
1.2,0.7635079830563701
1.22,0.7635079830563701
1.24,0.7635079830563701
1.26,0.7635079830563701
1.28,0.7635079830563701
1.3,0.7635079830563701
1.32,0.7635079830563701
1.34,0.7635079830563701
1.36,0.7635079830563701
1.3800000000000001,0.7635079830563701
1.4000000000000001,0.7635079830563701
1.42,0.7635079830563701
1.44,0.7635079830563701
1.46,0.7635079830563701
1.48,0.7988349384697699
1.5,0.7988349384697699
1.52,0.7988349384697699
1.54,0.8222237563101351
1.56,0.8222237563101351
1.58,0.8222237563101351
1.6,0.8222237563101351
1.62,0.8222237563101351
1.6400000000000001,0.8222237563101351
1.6600000000000001,0.8222237563101351
1.68,0.8222237563101351
1.7,0.8222237563101351
1.72,0.8222237563101351
1.74,0.8222237563101351
1.76,0.8222237563101351
1.78,0.8222237563101351
1.8,0.8222237563101351
1.82,0.8222237563101351
1.84,0.8222237563101351
1.86,0.8222237563101351
1.8800000000000001,0.8222237563101351
1.9000000000000001,0.8222237563101351
1.92,0.8222237563101351
1.94,0.8222237563101351
1.96,0.8222237563101351
1.98,0.8222237563101351
2.0,0.8222237563101351
2.02,0.8222237563101351
2.04,0.8222237563101351
2.06,0.8222237563101351
2.08,0.8222237563101351
2.1,0.8222237563101351
2.12,0.8222237563101351
2.14,0.8222237563101351
2.16,0.8222237563101351
2.18,0.8222237563101351
2.2,0.8222237563101351
2.22,0.8222237563101351
2.24,0.8238110516934047
2.2600000000000002,0.8238110516934047
2.2800000000000002,0.8238110516934047
2.3000000000000003,0.8238110516934047
2.32,0.8238110516934047
2.34,0.8238110516934047
2.36,0.8238110516934047
2.38,0.8238110516934047
2.4,0.8238110516934047
2.42,0.8238110516934047
2.44,0.8238110516934047
2.46,0.8238110516934047
2.48,0.8238110516934047
2.5,0.8238110516934047
2.52,0.8238110516934047
2.54,0.8238110516934047
2.56,0.8238110516934047
2.58,0.8238110516934047
2.6,0.8238110516934047
2.62,0.8238110516934047
2.64,0.8238110516934047
2.66,0.8238110516934047
2.68,0.8238110516934047
2.7,0.8238110516934047
2.72,0.8238110516934047
2.74,0.8238110516934047
2.7600000000000002,0.8238110516934047
2.7800000000000002,0.8238110516934047
2.8000000000000003,0.8238110516934047
2.82,0.8238110516934047
2.84,0.8238110516934047
2.86,0.8238110516934047
2.88,0.8238110516934047
2.9,0.8238110516934047
2.92,0.8238110516934047
2.94,0.8238110516934047
2.96,0.8238110516934047
2.98,0.8238110516934047
3.0,0.8238110516934047
3.02,0.7810720229555237
3.04,0.7810720229555237
3.06,0.7810720229555237
3.08,0.7810720229555237
3.1,0.7810720229555237
3.12,0.7810720229555237
3.14,0.7810720229555237
3.16,0.7810720229555237
3.18,0.7810720229555237
3.2,0.7810720229555237
3.22,0.7810720229555237
3.24,0.7810720229555237
3.2600000000000002,0.7810720229555237
3.2800000000000002,0.7810720229555237
3.3000000000000003,0.7810720229555237
3.3200000000000003,0.7810720229555237
3.34,0.7810720229555237
3.36,0.7810720229555237
3.38,0.7810720229555237
3.4,0.7810720229555237
3.42,0.7810720229555237
3.44,0.7810720229555237
3.46,0.7810720229555237
3.48,0.7810720229555237
3.5,0.7810720229555237
3.52,0.7810720229555237
3.54,0.7810720229555237
3.56,0.7810720229555237
3.58,0.7810720229555237
3.6,0.7810720229555237
3.62,0.7810720229555237
3.64,0.7810720229555237
3.66,0.7810720229555237
3.68,0.7810720229555237
3.7,0.7810720229555237
3.72,0.7810720229555237
3.74,0.7810720229555237
3.7600000000000002,0.7810720229555237
3.7800000000000002,0.7810720229555237
3.8000000000000003,0.7810720229555237
3.8200000000000003,0.7810720229555237
3.84,0.7810720229555237
3.86,0.7810720229555237
3.88,0.7810720229555237
3.9,0.7810720229555237
3.92,0.7810720229555237
3.94,0.7810720229555237
3.96,0.7810720229555237
3.98,0.7810720229555237
4.0,0.7810720229555237
4.0200000000000005,0.7810720229555237
4.04,0.7810720229555237
4.0600000000000005,0.7810720229555237
4.08,0.7810720229555237
4.1,0.7810720229555237
4.12,0.7810720229555237
4.14,0.7810720229555237
4.16,0.7810720229555237
4.18,0.7810720229555237
4.2,0.7810720229555237
4.22,0.7810720229555237
4.24,0.7810720229555237
4.26,0.7810720229555237
4.28,0.7810720229555237
4.3,0.7810720229555237
4.32,0.7810720229555237
4.34,0.7810720229555237
4.36,0.7810720229555237
4.38,0.7810720229555237
4.4,0.7810720229555237
4.42,0.7810720229555237
4.44,0.7810720229555237
4.46,0.7810720229555237
4.48,0.7810720229555237
4.5,0.7810720229555237
4.5200000000000005,0.7810720229555237
4.54,0.7810720229555237
4.5600000000000005,0.7810720229555237
4.58,0.7810720229555237
4.6000000000000005,0.7810720229555237
4.62,0.7810720229555237
4.64,0.7810720229555237
4.66,0.7810720229555237
4.68,0.7810720229555237
4.7,0.7810720229555237
4.72,0.7810720229555237
4.74,0.7810720229555237
4.76,0.7810720229555237
4.78,0.7810720229555237
4.8,0.7810720229555237
4.82,0.7810720229555237
4.84,0.7810720229555237
4.86,0.7810720229555237
4.88,0.7810720229555237
4.9,0.7810720229555237
4.92,0.7810720229555237
4.94,0.7810720229555237
4.96,0.7810720229555237
4.98,0.7810720229555237
