epoch,step_train,train_loss,learning_rate,step_eval,eval_loss,eval_accuracy,eval_f1_weighted,eval_precision_weighted,eval_recall_weighted
1.0,87,1.2997,1.2647058823529412e-05,87,1.2844531536102295,0.41,0.24947508659738876,0.42161616161616167,0.41
2.0,174,1.2103,2.5147058823529413e-05,174,1.342138648033142,0.41,0.24947508659738876,0.42161616161616167,0.41
3.0,261,1.1827,3.794117647058824e-05,261,1.2095288038253784,0.42,0.2974371002132196,0.48670212765957444,0.42
4.0,348,0.8799,4.9888392857142854e-05,348,1.2962570190429688,0.55,0.49615907405381093,0.5854329004329004,0.55
5.0,435,0.5382,4.7968750000000004e-05,435,1.14314866065979,0.63,0.616110715979137,0.6778787878787879,0.63
6.0,522,0.3573,4.602678571428572e-05,522,1.050108790397644,0.65,0.6419482041435738,0.6738324420677363,0.65
7.0,609,0.2691,4.408482142857143e-05,609,1.1705596446990967,0.67,0.6623263157894738,0.7182142857142857,0.67
8.0,696,0.2078,4.214285714285714e-05,696,1.2491710186004639,0.63,0.6238719214171614,0.6686840371368673,0.63
9.0,783,0.1755,4.0200892857142856e-05,783,1.4160019159317017,0.65,0.6410784540106657,0.6675528035775714,0.65
10.0,870,0.159,3.825892857142857e-05,870,1.462148904800415,0.64,0.6302232309414252,0.6603548085901028,0.64
11.0,957,0.1296,3.631696428571429e-05,957,1.3289616107940674,0.66,0.6591689960400652,0.662147162683748,0.66
12.0,1044,0.1025,3.4375e-05,1044,1.6284849643707275,0.67,0.6626788614149585,0.6971191553544495,0.67
13.0,1131,0.0733,3.2433035714285715e-05,1131,1.7402911186218262,0.64,0.6337790398879399,0.6553975436328378,0.64
14.0,1218,0.0682,3.049107142857143e-05,1218,1.9371120929718018,0.66,0.647159723032637,0.6865252525252525,0.66
15.0,1305,0.0434,2.8549107142857145e-05,1305,1.9776177406311035,0.65,0.638536758954556,0.7086482231219073,0.65
16.0,1392,0.0548,2.6607142857142858e-05,1392,2.013040065765381,0.63,0.6173778602350031,0.6510105363984674,0.63
17.0,1479,0.0478,2.4665178571428574e-05,1479,2.0125699043273926,0.66,0.6512761485826003,0.6673685643496964,0.66
18.0,1566,0.039,2.2723214285714287e-05,1566,2.1263339519500732,0.65,0.6410788738448313,0.6674074074074073,0.65
19.0,1653,0.0302,2.0781250000000004e-05,1653,2.4714362621307373,0.66,0.6481645021645022,0.6888098601022331,0.66
20.0,1740,0.0234,1.8839285714285713e-05,1740,2.23368501663208,0.66,0.6524655220940051,0.6817171717171717,0.66
21.0,1827,0.0157,1.689732142857143e-05,1827,2.295944929122925,0.65,0.6445138684844568,0.6604753416518123,0.65
22.0,1914,0.0224,1.4955357142857143e-05,1914,2.219273090362549,0.66,0.6535421721136007,0.6674708724069337,0.66
23.0,2001,0.0184,1.301339285714286e-05,2001,2.280458927154541,0.69,0.6847589768040331,0.7007852965747702,0.69
24.0,2088,0.0138,1.107142857142857e-05,2088,2.480997085571289,0.67,0.6616196859975662,0.678584449913408,0.67
25.0,2175,0.0155,9.129464285714285e-06,2175,2.392669439315796,0.67,0.6626218708827405,0.6784071484071483,0.67
26.0,2262,0.0135,7.187499999999999e-06,2262,2.479654550552368,0.66,0.653337880079568,0.6706729644624382,0.66
27.0,2349,0.0237,5.245535714285715e-06,2349,2.450251817703247,0.67,0.6642833823109168,0.679515455304929,0.67
28.0,2436,0.0092,3.303571428571429e-06,2436,2.466712236404419,0.67,0.6642833823109168,0.679515455304929,0.67
29.0,2523,0.0092,1.361607142857143e-06,2523,2.5138769149780273,0.66,0.653337880079568,0.6706729644624382,0.66
29.661828737300436,2580,0.0029,8.928571428571429e-08,2580,2.518209218978882,0.65,0.6420174103046804,0.6619371069182389,0.65
